Sun Sep 21 13:01:59 2025    profilingResults.cprof

         412328 function calls (412239 primitive calls) in 9.649 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.025    0.006 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/element.py:2740(find_all)
        1    0.000    0.000    0.001    0.001 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/utils.py:207(get_netrc_auth)
       36    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:683(timegm)
        7    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/connection.py:404(putheader)
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:77(readline)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1242(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/response.py:602(__init__)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1544(_get_value)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1136(putrequest)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/sessions.py:794(close)
       12    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       29    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/element.py:2182(get_attribute_list)
       26    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:871(quote)
       49    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:168(__getitem__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1449(__getitem__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/__init__.py:43(normalize_encoding)
       25    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:573(_code)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.12/re/_compiler.py:740(compile)
        2    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/adapters.py:178(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:761(__init__)
       76    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        3    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/typing_extensions.py:3143(_has_generic_or_protocol_as_origin)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:304(makefile)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/sessions.py:390(__init__)
       58    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:969(parse)
      6/2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:178(getwidth)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/response.py:341(__init__)
        1    0.000    0.000    0.804    0.804 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/util/ssl_.py:410(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/models.py:409(prepare_url)
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:127(__next__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1261(__init__)
       57    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1292(value)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:176(_call_parse)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       74    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/models.py:658(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1562(__and__)
        1    0.000    0.000    0.001    0.001 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/adapters.py:336(build_response)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1551(__or__)
        3    0.000    0.000    1.795    0.598 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/models.py:890(content)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:677(escape_path)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:243(_optimize_charset)
        7    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/utils.py:335(to_key_val_list)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:205(_hostinfo)
       75    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       12    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/element.py:1882(_all_strings)
        3    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/models.py:483(prepare_headers)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:164(hostname)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:1200(sendall)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/util/request.py:199(body_to_chunks)
        1    0.000    0.000    0.001    0.001 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/models.py:351(prepare)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1356(add_cookie_header)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:596(get_content_type)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
       16    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/filter.py:491(_make_match_rules)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_policybase.py:319(header_fetch_parse)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1578(_cookies_from_attrs_set)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:347(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:726(is_third_party)
        1    0.000    0.000    0.329    0.329 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/__init__.py:653(_feed)
        6    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/cookies.py:349(set_cookie)
       31    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
        1    0.000    0.000    0.329    0.329 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:449(feed)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:175(_type_check)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/connectionpool.py:1044(_new_conn)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:299(__enter__)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:240(__next)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/utils.py:755(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/html/parser.py:275(parse_html_declaration)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:394(notify)
        2    0.000    0.000    0.001    0.001 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:542(minimum_version)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/_collections.py:240(__init__)
        6    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/element.py:525(get_text)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/utils.py:52(_has_surrogates)
        4    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/filter.py:225(__init__)
       10    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:266(handle_entityref)
        1    0.000    0.000    0.007    0.007 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/adapters.py:280(cert_verify)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
    42/10    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
        2    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/util/retry.py:202(__init__)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/cp1252.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1458(copy_with)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:770(close)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/connection.py:369(close)
        2    0.000    0.000    0.001    0.000 {built-in method builtins.__import__}
       18    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/cookies.py:49(get_full_url)
        2    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/adapters.py:513(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:865(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:550(domain_match)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:141(__exit__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1394(_iter_member_by_value_)
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.635    0.635 /usr/lib/python3.12/http/client.py:245(parse_headers)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:511(set_raw)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:911(_load_unlocked)
        2    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/poolmanager.py:199(__init__)
        2    0.000    0.000    0.022    0.011 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/element.py:2709(find)
       57    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/element.py:2281(__eq__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1667(set_cookie)
       33    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/structures.py:58(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:670(verify_mode)
        3    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/typing_extensions.py:3228(_collect_parameters)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:277(__init__)
       35    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/adapters.py:423(get_connection_with_tls_context)
       25    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       12    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        1    0.000    0.000    0.735    0.735 /usr/lib/python3.12/ssl.py:1313(do_handshake)
        1    0.000    0.000    0.735    0.735 /usr/lib/python3.12/ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/connection.py:384(putrequest)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1790(isEnabledFor)
        9    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/util/url.py:330(_idna_encode)
        5    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/structures.py:57(__iter__)
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x74390a6c6480}
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/util/connection.py:93(_set_socket_options)
        4    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/element.py:2894(__init__)
        1    0.000    0.000    0.926    0.926 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/connectionpool.py:1085(_validate_conn)
       86    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        4    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/util/timeout.py:109(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1227(deepvalues)
        2    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/adapters.py:216(init_poolmanager)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:647(request_path)
        2    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/utils.py:828(select_proxy)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/poolmanager.py:346(connection_from_pool_key)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:436(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:535(is_HDN)
        1    0.000    0.000    0.329    0.329 /usr/lib/python3.12/html/parser.py:105(feed)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/weakref.py:568(__init__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:314(_is_owned)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/builder/__init__.py:204(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:496(_real_close)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.12/collections/__init__.py:609(__missing__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:261(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/connection.py:615(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:442(flush)
        3    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/cookies.py:35(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/sessions.py:750(merge_environment_settings)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1454(<genexpr>)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.12/email/feedparser.py:171(feed)
       10    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/element.py:658(_last_descendant)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1465(__subclasscheck__)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       13    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/util/util.py:19(to_str)
        2    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/util/url.py:263(_remove_path_dot_segments)
        2    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/poolmanager.py:283(clear)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/poolmanager.py:321(connection_from_context)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/response.py:101(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:84(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:691(reach)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       25    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:261(get)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1517(debug)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:989(exec_module)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        6    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/cookies.py:46(get_origin_req_host)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:483(items)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1147(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/response.py:666(release_conn)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:81(_timegm)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/poolmanager.py:245(_new_pool)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:248(_qsize)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/utils.py:890(default_headers)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/connectionpool.py:980(__init__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:688(unquote)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:299(helper)
       12    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/utils.py:1035(_validate_header_part)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:681(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/response.py:766(_error_catcher)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1194(__instancecheck__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:104(__init__)
       38    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/urllib3/response.py:126(flush)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1013(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1027(send)
        4    0.000    0.000    0.005    0.001 <frozen genericpath>:16(exists)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:243(get_payload)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:117(_iter_bits_lsb)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:413(_splitnetloc)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:216(_compile_charset)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/weakref.py:585(__call__)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/adapters.py:76(_urllib3_request_context)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/idna.py:308(getregentry)
        1    0.000    0.000    0.000    0.000 /mnt/c/Users/hosse/school21/DS_Bootcamp.Day03.ID_886513-1/src/unellase/lib/python3.12/site-packages/requests/cookies.py:140(get_cookie_header)
