"id","created_at","job","interview","alternate_url",position_level
"124150765","2025-08-18T09:33:37+0300","Биоинформатик в генетическую лабораторию",false,"https://hh.ru/vacancy/124150765",-
"124154656","2025-08-18T10:14:57+0300","Python-разработчик",false,"https://hh.ru/vacancy/124154656",-
"124173379","2025-08-18T13:42:09+0300","Инженер по работе с данными (Data Scientist) / ML-инженер",false,"https://hh.ru/vacancy/124173379",-
"124192141","2025-08-18T18:29:39+0300","Middle L2 Support Engineer",false,"https://hh.ru/vacancy/124192141",middle
"124193586","2025-08-18T20:18:01+0300","Ассистент руководителя",false,"https://hh.ru/vacancy/124193586",-
"124150765","2025-08-18T09:33:37+0300","Биоинформатик в генетическую лабораторию",false,"https://hh.ru/vacancy/124150765",-
"124157786","2025-08-18T10:44:56+0300","Системный аналитик",false,"https://hh.ru/vacancy/124157786",-
"124159414","2025-08-18T11:00:21+0300","Технический директор (CTO)",false,"https://hh.ru/vacancy/124159414",-
"124173379","2025-08-18T13:42:09+0300","Инженер по работе с данными (Data Scientist) / ML-инженер",false,"https://hh.ru/vacancy/124173379",-
"124175776","2025-08-18T14:10:40+0300","Бизнес-аналитик по ИИ",false,"https://hh.ru/vacancy/124175776",-
"124176930","2025-08-18T14:23:08+0300","Python BackEnd разработчик",false,"https://hh.ru/vacancy/124176930",-
"124183997","2025-08-18T16:04:06+0300","Системный / дата аналитик аналитик (Junior/Стажёр)",false,"https://hh.ru/vacancy/124183997",junior
