"id","created_at","job","interview","alternate_url",position_level
"124680499","2025-09-01T02:52:26+0300","Middle Python разработчик",false,"https://hh.ru/vacancy/124680499",middle
"124687120","2025-09-01T08:01:16+0300","IT-project manager",true,"https://hh.ru/vacancy/124687120",-
"124618534","2025-09-01T08:26:37+0300","Middle Java разработчик",false,"https://hh.ru/vacancy/124618534",middle
"124691440","2025-09-01T09:16:07+0300","Дата-инженер / BI-аналитик",false,"https://hh.ru/vacancy/124691440",-
"124691653","2025-09-01T09:20:18+0300","Frontend-разработчик, React (Senior)",false,"https://hh.ru/vacancy/124691653",-
"124692005","2025-09-01T09:25:59+0300","Java-разработчик",false,"https://hh.ru/vacancy/124692005",-
"124696353","2025-09-01T09:59:08+0300","Специалист ИТ (Python)",true,"https://hh.ru/vacancy/124696353",-
"124697359","2025-09-01T10:12:22+0300","Java-разработчик",false,"https://hh.ru/vacancy/124697359",-
"124699491","2025-09-01T10:42:17+0300","Продюсер образовательных курсов / Методолог",true,"https://hh.ru/vacancy/124699491",-
"124700053","2025-09-01T10:49:42+0300","Стажер/Младший специалист отдела аналитики данных (Data Scientist)",true,"https://hh.ru/vacancy/124700053",-
"124701209","2025-09-01T11:03:26+0300","Senior Java developer",false,"https://hh.ru/vacancy/124701209",senior
"121273118","2025-09-01T11:05:53+0300","QA Manual/Ручной тестировщик",false,"https://hh.ru/vacancy/121273118",-
"124707080","2025-09-01T12:17:31+0300","Системный аналитик",false,"https://hh.ru/vacancy/124707080",-
"124680499","2025-09-01T02:52:26+0300","Middle Python разработчик",false,"https://hh.ru/vacancy/124680499",middle
"124687058","2025-09-01T07:59:58+0300","Project Manager (AI Department, удаленно)",false,"https://hh.ru/vacancy/124687058",-
"124692663","2025-09-01T09:34:58+0300","AI-художник / генератор изображений / Content Creator (Ai)",false,"https://hh.ru/vacancy/124692663",-
"124702015","2025-09-01T11:14:33+0300","Middle/Senior Backend Developer (Python)",false,"https://hh.ru/vacancy/124702015",middle/senior
"124062220","2025-09-01T11:45:20+0300","Middle+/Senior frontend-разработчик (React, TS)",true,"https://hh.ru/vacancy/124062220",middle/senior
"124705581","2025-09-01T12:00:30+0300","Python-разработчик",false,"https://hh.ru/vacancy/124705581",-
"124707776","2025-09-01T12:28:28+0300","Data Scientist",false,"https://hh.ru/vacancy/124707776",-
"124492014","2025-09-01T12:42:17+0300","Frontend-разработчик",true,"https://hh.ru/vacancy/124492014",-
"124709094","2025-09-01T12:49:05+0300","Продуктовый дизайнер (ML Inference/ AI Agents / Foundation Modes / RAG )",false,"https://hh.ru/vacancy/124709094",-
"124710841","2025-09-01T13:14:40+0300","ML инженер/Machine Learning engineer (Python)",false,"https://hh.ru/vacancy/124710841",-
"124714850","2025-09-01T14:15:01+0300","Продавец-Консультант в BUGATTI",false,"https://hh.ru/vacancy/124714850",-
"122924291","2025-09-01T14:16:34+0300","Ассистент маркетолога",false,"https://hh.ru/vacancy/122924291",-
"124072086","2025-09-01T14:25:35+0300","Backend Python разработчик (Middle+/Senior)",false,"https://hh.ru/vacancy/124072086",middle/senior
"124718592","2025-09-01T15:05:49+0300","Системный/Бизнес аналитик (MWS AI)",false,"https://hh.ru/vacancy/124718592",-
