"id","created_at","job","interview","alternate_url",position_level
"124572729","2025-08-28T08:09:28+0300","Семейный водитель",false,"https://hh.ru/vacancy/124572729",-
"124578381","2025-08-28T09:52:15+0300","Водитель легкового автомобиля",false,"https://hh.ru/vacancy/124578381",-
"124580127","2025-08-28T10:17:57+0300","Front-end developer",false,"https://hh.ru/vacancy/124580127",-
"124590982","2025-08-28T13:11:19+0300","Senior Frontend Developer (ReactJS)",false,"https://hh.ru/vacancy/124590982",senior
"124596820","2025-08-28T14:56:08+0300","Front end Dasturchi",false,"https://hh.ru/vacancy/124596820",-
"124601910","2025-08-28T16:27:51+0300","Фронтенд разработчик (frontend developer, middle)",false,"https://hh.ru/vacancy/124601910",-
"124604348","2025-08-28T17:16:43+0300","Frontend-разработчик (React, Next.js)",false,"https://hh.ru/vacancy/124604348",-
"124305417","2025-08-28T05:50:08+0300","Директор ИТ департамента (CIO)",false,"https://hh.ru/vacancy/124305417",-
"124115134","2025-08-28T09:56:01+0300","Бухгалтер",false,"https://hh.ru/vacancy/124115134",-
"123864831","2025-08-28T09:56:08+0300","Бухгалтер на первичную документацию",false,"https://hh.ru/vacancy/123864831",-
"124585449","2025-08-28T11:38:45+0300","QA middle",false,"https://hh.ru/vacancy/124585449",middle
"124589460","2025-08-28T12:46:08+0300","Event Coordinator",false,"https://hh.ru/vacancy/124589460",-
"124589533","2025-08-28T12:47:33+0300","Старший системный аналитик",false,"https://hh.ru/vacancy/124589533",-
"124590982","2025-08-28T13:11:19+0300","Senior Frontend Developer (ReactJS)",false,"https://hh.ru/vacancy/124590982",senior
"124591924","2025-08-28T13:28:30+0300","Data Analyst",false,"https://hh.ru/vacancy/124591924",-
"124593890","2025-08-28T14:04:03+0300","Java-разработчик в продуктовый проект",false,"https://hh.ru/vacancy/124593890",-
"124595216","2025-08-28T14:26:28+0300","ML-инженер",false,"https://hh.ru/vacancy/124595216",-
"124595427","2025-08-28T14:30:10+0300","Senior Java-разработчик (проект сроком на 3 месяца)",false,"https://hh.ru/vacancy/124595427",senior
"124596671","2025-08-28T14:53:26+0300","Исполнительный директор",false,"https://hh.ru/vacancy/124596671",-
"124606195","2025-08-28T18:06:55+0300","Менеджер документооборота",false,"https://hh.ru/vacancy/124606195",-
"124586104","2025-08-28T11:49:23+0300","Python Developer (AI/ML Focus)",false,"https://hh.ru/vacancy/124586104",-
"124586791","2025-08-28T12:01:00+0300","Data scientist",false,"https://hh.ru/vacancy/124586791",-
"124590217","2025-08-28T12:56:44+0300","C# Программист (Junior)",false,"https://hh.ru/vacancy/124590217",junior
"124594010","2025-08-28T14:05:28+0300","Backend-разработчик",false,"https://hh.ru/vacancy/124594010",-
"124595216","2025-08-28T14:26:28+0300","ML-инженер",false,"https://hh.ru/vacancy/124595216",-
"124599863","2025-08-28T15:50:15+0300","Продуктовый аналитик",false,"https://hh.ru/vacancy/124599863",-
"124604054","2025-08-28T17:09:49+0300","Middle Go/Python разработчик",false,"https://hh.ru/vacancy/124604054",middle
